Propertyname_name,Propertyname_address,Propertyname_address_url,Propertyname_price,Propertyname_price_url,Propertyname_Name,Propertyname_location,Propertyname_description,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Land area,Land area price,Lot type,Property type,Bedroom(s)_clean,Price_clean,Bathroom(s)_clean,Builtup_area_clean,CarParks_clean,state,city,state_score,city_multiplier,location_score,Price_capped,Builtup_area_capped,CarParks_capped,location_score_capped,price_per_sqft
Taman Klang Jaya,"Jalan Seruling, Klang, Selangor",https://www.edgeprop.my/listing/sale/3260642/selangor/klang/landed/terracehouse/klang-jaya-renovated-single-storey-house,"570,000",https://www.edgeprop.my/listing/sale/3260642/selangor/klang/landed/terracehouse/klang-jaya-renovated-single-storey-house,Klang Jaya Renovated single storey house,"Taman Klang Jaya, Klang, Selangor","Tmn Klang Jaya, Klang
吧生单层排屋出售
Single storey house
Freehold
Size 22 x 90
3 bedrooms 2 bath...",3 B,4 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,4.0,570000.0,3.0,2207.0,2.0,Selangor,Klang,0.95,0.95,0.9025,570000.0,2207.0,2.0,0.9025,258.26914363389216
Taman Klang Jaya,"Jalan Seruling, Klang, Selangor",https://www.edgeprop.my/listing/sale/3261079/selangor/klang/landed/terracehouse/taman-klang-jaya-jalan-gambus-single-storey-corner-house-1170sf-super-cheap-big-land-klang,"540,000",https://www.edgeprop.my/listing/sale/3261079/selangor/klang/landed/terracehouse/taman-klang-jaya-jalan-gambus-single-storey-corner-house-1170sf-super-cheap-big-land-klang,Taman Klang Jaya Jalan Gambus Single Storey Corner House 1170sf Super Cheap Big Land Klang,"Taman Klang Jaya, Klang, Selangor","New Photos
WTS
Taman Klang Jaya Jalan Gambus
Single Storey Corner Lo...",2 B,2 + 1 BR,"1,170 sqft",RM 461/sqft,,,,Non Bumi Lot,Terrace House,3.0,540000.0,2.0,1170.0,2.0,Selangor,Klang,0.95,0.95,0.9025,540000.0,1170.0,2.0,0.9025,461.53846153846155
Taman Klang Utama,"Jalan Sungai Keramat, Klang, Selangor",https://www.edgeprop.my/listing/sale/3368389/selangor/klang/landed/terracehouse/double-storey-house-taman-klang-utama-taman-orkid-for-sale,"615,000",https://www.edgeprop.my/listing/sale/3368389/selangor/klang/landed/terracehouse/double-storey-house-taman-klang-utama-taman-orkid-for-sale,Double Storey House Taman Klang Utama Taman Orkid For Sale,"Taman Klang Utama, Klang, Selangor","Taman Klang Utama Taman Orkid
Double Storey House
18X70
4 Bedrooms
3 Bathrooms
Freehold
Non Bumi Lot
Fully Renovated
Fully Extended
Bulit in Cabinet
6 Aircond
1 Water Heater
Selling Price RM615K
Kindly for viewing pls call/sms/whatsapp
Ck 012-6029133
REN:29766",3 B,4 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,4.0,615000.0,3.0,2207.0,2.0,Selangor,Klang,0.95,0.95,0.9025,615000.0,2207.0,2.0,0.9025,278.6588128681468
Taman Lagenda Mas,"Jalan Lagenda 10, 43200, Selangor, Batu 9th Cheras, Selangor",https://www.edgeprop.my/listing/sale/3408576/selangor/batu_9th_cheras/landed/townhouse/ground-floor-unit-fully-furnished-renovated-good-condition,"560,000",https://www.edgeprop.my/listing/sale/3408576/selangor/batu_9th_cheras/landed/townhouse/ground-floor-unit-fully-furnished-renovated-good-condition,"Ground Floor unit, Fully Furnished, Renovated, Good Condition","Taman Lagenda Mas, Batu 9th Cheras, Selangor","Whatsapp 010-208 7687 Eason Wong (Owner authorized agent)
Other owner in CHERAS are also welcome to list
Ground Floor Townhouse @ Taman Lagenda Mas
Security: Yes
Type: Intermediate
Tenure: Fre...",2 B,3 BR,"1,335 sqft",RM 419/sqft,2 Car Parks,,,Non Bumi Lot,Town House,3.0,560000.0,2.0,1335.0,2.0,Selangor,Batu 9th Cheras,0.95,0.8,0.76,560000.0,1335.0,2.0,0.76,419.4756554307116
Taman Laman Setia,"Jalan Laman Setia, Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3440227/johor/johor_bahru/landed/terracehouse/taman-laman-setia-eco-village,"680,000",https://www.edgeprop.my/listing/sale/3440227/johor/johor_bahru/landed/terracehouse/taman-laman-setia-eco-village,☘️Taman Laman Setia Eco Village☘️,"Taman Laman Setia, Johor Bahru, Johor","For Sale
📍Setia Eco Village @ Jalan Laman Setia
Double Storey Terrace House
4 bedroom 3 bathroom
20x70
Internationa...",3 B,4 + 1 BR,"1,800 sqft",RM 377/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,680000.0,3.0,1800.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,680000.0,1800.0,2.0,0.81,377.77777777777777
Taman Lestari Putra,"Jalan LEP 5, Taman Lestari Putra, 43300 Seri Kembangan, Selangor, Seri Kembangan, Selangor",https://www.edgeprop.my/listing/sale/3190427/selangor/seri_kembangan/landed/terracehouse/double-storey-corner-lot-terraced-house-taman-lestari-putra-bandar-putra-permai-seri-kembangan,"698,000",https://www.edgeprop.my/listing/sale/3190427/selangor/seri_kembangan/landed/terracehouse/double-storey-corner-lot-terraced-house-taman-lestari-putra-bandar-putra-permai-seri-kembangan,"Double-storey corner lot terraced house, Taman Lestari Putra, Bandar Putra Permai, Seri Kembangan","Taman Lestari Putra, Seri Kembangan, Selangor","Double-storey corner lot terraced house, Taman Lestari Putra, Bandar Putra Permai, Seri Kembangan
Land size: 2,828 sq ft
Build up: about 1,600 sq ft
Kitchen fully extended, ground extended 1 r...",3 B,4 BR,"1,600 sqft",RM 436/sqft,4 Car Parks,,,Non Bumi Lot,Terrace House,4.0,698000.0,3.0,1600.0,4.0,Selangor,Seri Kembangan,0.95,0.8,0.76,698000.0,1600.0,4.0,0.76,436.25
Taman Lestari Putra,"Jalan LEP 5, Taman Lestari Putra, 43300 Seri Kembangan, Selangor, Seri Kembangan, Selangor",https://www.edgeprop.my/listing/sale/3396955/selangor/seri_kembangan/landed/terracehouse/kitchen-extend-renovated-well-kept-good-condition,"570,000",https://www.edgeprop.my/listing/sale/3396955/selangor/seri_kembangan/landed/terracehouse/kitchen-extend-renovated-well-kept-good-condition,"Kitchen Extend, Renovated, Well Kept, Good Condition","Taman Lestari Putra, Seri Kembangan, Selangor","Whatsapp 010-208 7687 Eason Wong (Owner authorized agent)
Other owner in CHERAS are also welcome to list
2 Storey House @ Taman Lestari Putra, Seri Kembangan
Security: No
Type: Intermediate
Tenure: Leas...",3 B,4 BR,"1,800 sqft",RM 316/sqft,1 Car Park,,,Non Bumi Lot,Terrace House,4.0,570000.0,3.0,1800.0,1.0,Selangor,Seri Kembangan,0.95,0.8,0.76,570000.0,1800.0,1.0,0.76,316.6666666666667
Taman Mewah Jaya,"Klang, Selangor",https://www.edgeprop.my/listing/sale/3198982/selangor/klang/landed/terracehouse/taman-mewah-jaya-klang-corner-house-for-sale,"670,000",https://www.edgeprop.my/listing/sale/3198982/selangor/klang/landed/terracehouse/taman-mewah-jaya-klang-corner-house-for-sale,Taman Mewah Jaya Klang Corner house for sale,"Taman Mewah Jaya, Klang, Selangor","Taman Mewah Jaya Sentosa Klang Corner house for sale 吧生角头间双层排屋出售
Corner 2 storey house for sell
Asking Rm670K
LS : 38 x 60
Corner lot
Basic unit
*Currently tenanted
Kindly contact for viewing :
Caroline Teh 017-5676878
#klangproperty
#klangcornerhouseforsale
#tamanmewahjayacornerhouse
#吧生角头间排屋出售",3 B,4 BR,- sqft,RM -,4 Car Parks,,,Non Bumi Lot,Terrace House,4.0,670000.0,3.0,2207.0,4.0,Selangor,Klang,0.95,0.95,0.9025,670000.0,2207.0,4.0,0.9025,303.5795197100136
Taman Permai 3,"Seremban, Negeri Sembilan",https://www.edgeprop.my/listing/sale/3440329/negeri_sembilan/seremban/landed/terracehouse/tmn-permai-3-single-storey-for-sales,"350,000",https://www.edgeprop.my/listing/sale/3440329/negeri_sembilan/seremban/landed/terracehouse/tmn-permai-3-single-storey-for-sales,TMN PERMAI 3 SINGLE STOREY FOR SALES,"Taman Permai 3, Seremban, Negeri Sembilan","RENOVATED EXTENDED SINGLE STOREY FOR SALE IN TMN PERMAI 3 @RM350K NEGO
-EXCLUSIVE
-FOR SERIOUS BUYER ONLY
-FULL LOAN, KWSP A...",2 B,4 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,4.0,350000.0,2.0,2207.0,2.0,Negeri Sembilan,Seremban,0.9,0.9,0.81,350000.0,2207.0,2.0,0.81,158.586316266425
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3086875/selangor/puchong/landed/terracehouse/puchong-utama-taman-putra-prima-bandar-bukit-puchong-pusat-bandar-puchong-taman-wawasan-bandar-puchong-jaya-bandar-puteri-puchong-puchong-south,"660,000",https://www.edgeprop.my/listing/sale/3086875/selangor/puchong/landed/terracehouse/puchong-utama-taman-putra-prima-bandar-bukit-puchong-pusat-bandar-puchong-taman-wawasan-bandar-puchong-jaya-bandar-puteri-puchong-puchong-south,"Puchong Utama, taman putra prima, bandar bukit puchong, pusat bandar puchong, taman wawasan, bandar puchong jaya, bandar puteri puchong, puchong south","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Terrace Landed House For Sell
- Newly Upgrade Renov...",3 B,4 + 1 BR,"1,396 sqft",RM 472/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,660000.0,3.0,1396.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,660000.0,1396.0,2.0,0.9025,472.77936962750715
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3094539/selangor/puchong/landed/terracehouse/fully-renovation-double-storey-taman-puchong-utama,"660,000",https://www.edgeprop.my/listing/sale/3094539/selangor/puchong/landed/terracehouse/fully-renovation-double-storey-taman-puchong-utama,Fully Renovation Double Storey Taman Puchong Utama,"Taman Puchong Utama, Puchong, Selangor","**Fully Renovation **
Double Storey Taman Puchong Utama PU 10
Freehold
18x60 sf
4 rooms 3 toilet
Fully Renovation
Fully Extended behind
Plaster ceiling
Security door
Selling price : Rm 660,000
Jayden Lee ( REN24720)
0162398438",3 B,4 + 1 BR,- sqft,RM -,3 Car Parks,,,Non Bumi Lot,Terrace House,5.0,660000.0,3.0,2207.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,660000.0,2207.0,3.0,0.9025,299.04848210240146
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3209525/selangor/puchong/landed/terracehouse/bandar-puchong-utama-taman-putra-prima-bandar-bukit-puchong-taman-wawasan-bandar-puteri-puchong-bandar-puchong-jaya-pusat-bandar-puchong,"685,000",https://www.edgeprop.my/listing/sale/3209525/selangor/puchong/landed/terracehouse/bandar-puchong-utama-taman-putra-prima-bandar-bukit-puchong-taman-wawasan-bandar-puteri-puchong-bandar-puchong-jaya-pusat-bandar-puchong,"bandar Puchong Utama, taman putra prima, bandar bukit puchong, taman wawasan, bandar puteri puchong, bandar puchong jaya, pusat bandar puchong,","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Terrace Landed House For Sell
- Newly Upgrade Renovated, Face to Playgr...",3 B,4 + 1 BR,"1,396 sqft",RM 490/sqft,3 Car Parks,,,Non Bumi Lot,Terrace House,5.0,685000.0,3.0,1396.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,685000.0,1396.0,3.0,0.9025,490.68767908309457
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3337825/selangor/puchong/landed/terracehouse/fully-renovation-2-sty-taman-puchong-utama-jalan-pu-9-facing-no-house,"685,000",https://www.edgeprop.my/listing/sale/3337825/selangor/puchong/landed/terracehouse/fully-renovation-2-sty-taman-puchong-utama-jalan-pu-9-facing-no-house,Fully Renovation 2 Sty Taman Puchong Utama Jalan PU 9 Facing No House,"Taman Puchong Utama, Puchong, Selangor","**Fully Renovation**
**Facing No House**
2 Sty Taman Puchong Utama Jalan PU 9
Freehold
18x60sf
4 rooms 3 toilet
Fully Renovation
Selling price: RM 685,0000
Jayden Lee (REN24720)
016 239 8438",3 B,4 BR,- sqft,RM -,4 Car Parks,,,Non Bumi Lot,Terrace House,4.0,685000.0,3.0,2207.0,4.0,Selangor,Puchong,0.95,0.95,0.9025,685000.0,2207.0,4.0,0.9025,310.3760761214318
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3376569/selangor/puchong/landed/terracehouse/bandar-puchong-utama-taman-putra-prima-bandar-bukit-puchong-taman-wawasan-bandar-puteri-puchong-bandar-puchong-jaya-pusat-bandar-puchong,"688,000",https://www.edgeprop.my/listing/sale/3376569/selangor/puchong/landed/terracehouse/bandar-puchong-utama-taman-putra-prima-bandar-bukit-puchong-taman-wawasan-bandar-puteri-puchong-bandar-puchong-jaya-pusat-bandar-puchong,"Bandar Puchong Utama, taman putra prima, bandar bukit puchong, taman wawasan, bandar puteri puchong, bandar puchong jaya, pusat bandar puchong,","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Freehold Terrace Landed House For Sell
- Newly Upgrade Renov...",3 B,4 + 1 BR,"1,324 sqft",RM 519/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,688000.0,3.0,1324.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,688000.0,1324.0,2.0,0.9025,519.6374622356495
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3378655/selangor/puchong/landed/terracehouse/endlot-fully-renovation-2-sty-taman-puchong-utama,"688,000",https://www.edgeprop.my/listing/sale/3378655/selangor/puchong/landed/terracehouse/endlot-fully-renovation-2-sty-taman-puchong-utama,Endlot Fully Renovation 2 Sty Taman Puchong Utama,"Taman Puchong Utama, Puchong, Selangor","**Fully Renovation**
Endlot 2 Sty Taman Puchong Utama PU 8
Freehold
18x60sqft
4 rooms 3 toilets
Fully Renovation
Selling price: RM 688,000
Jayden Lee(REN24720)
016 239 8438",3 B,4 BR,- sqft,RM -,2 Car Parks,,,Non Bumi Lot,Terrace House,4.0,688000.0,3.0,2207.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,688000.0,2207.0,2.0,0.9025,311.73538740371544
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3390364/selangor/puchong/landed/terracehouse/fully-renovation-2-sty-jalan-pu-taman-puchong-utama-18x60sf,"670,000",https://www.edgeprop.my/listing/sale/3390364/selangor/puchong/landed/terracehouse/fully-renovation-2-sty-jalan-pu-taman-puchong-utama-18x60sf,Fully Renovation 2 Sty Jalan PU Taman Puchong Utama 18x60sf,"Taman Puchong Utama, Puchong, Selangor","**Fully Renovation**
2 Sty Jalan PU Taman Puchong Utama
Freehold
18x60sqft
3 rooms 3 toilets
Fully Renovation
Behind Kitchen Extended with Table top & Cabinet
Living & Master room Extended
Security Door
Auto Gated
Fully Awning Car Porch
Selling price: RM 670,000
Jayden Lee(REN24720)
016 239 8438",3 B,3 BR,- sqft,RM -,3 Car Parks,,,Non Bumi Lot,Terrace House,3.0,670000.0,3.0,2207.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,670000.0,2207.0,3.0,0.9025,303.5795197100136
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437291/selangor/puchong/landed/terracehouse/2-storey-taman-puchong-utama-jalan-pu-1-22x75sf,"750,000",https://www.edgeprop.my/listing/sale/3437291/selangor/puchong/landed/terracehouse/2-storey-taman-puchong-utama-jalan-pu-1-22x75sf,2 Storey Taman Puchong Utama Jalan Pu 1 22x75sf,"Taman Puchong Utama, Puchong, Selangor","2 Storey Taman Puchong Utama Jalan Pu 1
Freehold
22x75 sf
4 rooms 3 Toilet
Basic unit
Tenanted
Selling price : Rm 750,000
Jayden Lee
016 239 8438",3 B,4 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,4.0,750000.0,3.0,2207.0,2.0,Selangor,Puchong,0.95,0.95,0.9025,750000.0,2207.0,2.0,0.9025,339.8278205709107
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437381/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"1,050,000",https://www.edgeprop.my/listing/sale/3437381/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"puchong hartamas, bandar bukit puchong, bandar puteri puchong, bandar puchong jaya, taman wawasan, pusat bandar puchong, bandar kinrara, puchong prima","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Freehold Corner Terrace Landed House For Sell
- Non Bumi Lot, Freehold with T...",3 B,4 + 1 BR,"2,014 sqft",RM 521/sqft,3 Car Parks,,,Non Bumi Lot,Terrace House,5.0,1050000.0,3.0,2014.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,1050000.0,2014.0,3.0,0.9025,521.3505461767627
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437461/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"780,000",https://www.edgeprop.my/listing/sale/3437461/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"puchong hartamas, bandar bukit puchong, bandar puteri puchong, bandar puchong jaya, taman wawasan, pusat bandar puchong, bandar kinrara, puchong prima","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Freehold Terrace Landed End Lot House For Sell
- Non Bumi Lot, Freehold with T...",3 B,4 + 1 BR,"1,810 sqft",RM 430/sqft,3 Car Parks,,,Non Bumi Lot,Terrace House,5.0,780000.0,3.0,1810.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,780000.0,1810.0,3.0,0.9025,430.939226519337
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437489/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"750,000",https://www.edgeprop.my/listing/sale/3437489/selangor/puchong/landed/terracehouse/puchong-hartamas-bandar-bukit-puchong-bandar-puteri-puchong-bandar-puchong-jaya-taman-wawasan-pusat-bandar-puchong-bandar-kinrara-puchong-prima,"puchong hartamas, bandar bukit puchong, bandar puteri puchong, bandar puchong jaya, taman wawasan, pusat bandar puchong, bandar kinrara, puchong prima","Taman Puchong Utama, Puchong, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puchong Utama, 2sty Freehold Terrace Landed House For Sell
- Non Bumi Lot, Freehold with T...",3 B,4 + 1 BR,"1,810 sqft",RM 414/sqft,3 Car Parks,,,Non Bumi Lot,Terrace House,5.0,750000.0,3.0,1810.0,3.0,Selangor,Puchong,0.95,0.95,0.9025,750000.0,1810.0,3.0,0.9025,414.3646408839779
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437917/selangor/puchong/landed/terracehouse/endlot-2-storey-taman-puchong-utama-jln-pu-1-22x75-sf-freehold,"780,000",https://www.edgeprop.my/listing/sale/3437917/selangor/puchong/landed/terracehouse/endlot-2-storey-taman-puchong-utama-jln-pu-1-22x75-sf-freehold,Endlot 2 Storey Taman puchong utama Jln Pu 1 22x75 sf Freehold,"Taman Puchong Utama, Puchong, Selangor","Endlot 2 Sty Taman Puchong Utama Jalan PU 1
Freehold
22x75sf
4 rooms 3 toilets
Tenanted
Selling price: RM 780,000
Jayden Lee (REN24720)
016 239 8438",3 B,4 BR,- sqft,RM -,5 Car Parks,,,Non Bumi Lot,Terrace House,4.0,780000.0,3.0,2207.0,5.0,Selangor,Puchong,0.95,0.95,0.9025,780000.0,2207.0,5.0,0.9025,353.4209333937472
Taman Puchong Utama,"Puchong, Selangor",https://www.edgeprop.my/listing/sale/3437926/selangor/puchong/landed/terracehouse/corner-unit-2-sty-taman-puchong-utama-jalan-pu-1-3037-sqft,"1,050,000",https://www.edgeprop.my/listing/sale/3437926/selangor/puchong/landed/terracehouse/corner-unit-2-sty-taman-puchong-utama-jalan-pu-1-3037-sqft,Corner Unit 2 Sty Taman Puchong Utama Jalan PU 1 3037 sqft,"Taman Puchong Utama, Puchong, Selangor","Corner unit 2 Sty Taman Puchong Utama Jalan PU 1
Freehold
3037 sf
4 rooms 3 toilets
Tenanted
Selling price: RM 1,050,000
Jayden Lee (REN24720)
016 239 8438",3 B,4 BR,- sqft,RM -,6 Car Parks,,,Non Bumi Lot,Terrace House,4.0,1050000.0,3.0,2207.0,6.0,Selangor,Puchong,0.95,0.95,0.9025,1050000.0,2207.0,6.0,0.9025,475.75894879927506
Taman Pulai Bestari,"Jalan Flora 1/9, Skudai, Johor",https://www.edgeprop.my/listing/sale/2761578/johor/skudai/landed/terracehouse/pulai-bestari-corner-fully-furnished-id-reno-4sale,"1,628,800",https://www.edgeprop.my/listing/sale/2761578/johor/skudai/landed/terracehouse/pulai-bestari-corner-fully-furnished-id-reno-4sale,Pulai Bestari Corner Fully Furnished ID Reno 4Sale,"Taman Pulai Bestari, Skudai, Johor","*好康好康！！！全场最值得！！！最经济实惠，价格最优惠的永久地契，靠近新加坡大士关卡，靠近大学城的全新大款排楼只需要一个新币1100+-。兑现，免SPA，免割名费 MOT*，免州税, 免佣金*
*半独立式 40 X 80 和田字屋 32 X 70 均有销售*
**半独立式和田字屋只剩下屈指可数单位全部10巴仙回扣免头期单位需要有银行贷款信，请敬请快快私信或发给我预定单位，预订费是三千零吉**
*Great News!!! Great News!!! The Most Economical, Best Valued Free Hold, Near To Singapore Tuas Custom, Near To Taman University's Brand New Landed House Only Need SGD1100+-. Cash Out, Free SPA, Free MOT*, Free State Levy, NO Consultation Fee*
*Semi Detached 40 x 80 & Cluster House 32 x 70 Also Available For Sa...",,,,,,,,,Terrace House,,1628800.0,,2207.0,2.0,Johor,Skudai,0.9,0.8,0.7200000000000001,1628800.0,2207.0,2.0,0.7200000000000001,738.0154055278659
Taman Pulai Bestari,"Jalan Flora 1/9, Skudai, Johor",https://www.edgeprop.my/listing/sale/2761578/johor/skudai/landed/terracehouse/pulai-bestari-corner-fully-furnished-id-reno-4sale,"1,628,800",https://www.edgeprop.my/listing/sale/2761578/johor/skudai/landed/terracehouse/pulai-bestari-corner-fully-furnished-id-reno-4sale,Pulai Bestari Corner Fully Furnished ID Reno 4Sale,"Taman Pulai Bestari, Skudai, Johor",-''-,4 B,4 + 1 BR,"2,050 sqft",RM 794/sqft,6 Car Parks,,,Non Bumi Lot,,5.0,1628800.0,4.0,2050.0,6.0,Johor,Skudai,0.9,0.8,0.7200000000000001,1628800.0,2050.0,6.0,0.7200000000000001,794.5365853658536
Taman Pulai Bestari,"Skudai, Johor",https://www.edgeprop.my/listing/sale/2625447/johor/skudai/landed/terracehouse/pulai-bestari-4bed-4bath-new-phase-ltd-units-sale,"932,000",https://www.edgeprop.my/listing/sale/2625447/johor/skudai/landed/terracehouse/pulai-bestari-4bed-4bath-new-phase-ltd-units-sale,Pulai Bestari 4Bed 4Bath New Phase Ltd Units Sale,"Taman Pulai Bestari, Skudai, Johor","*好康好康！！！全场最值得！！！最经济实惠，价格最优惠的永久地契，靠近新加坡大士关卡，靠近大学城的全新大款排楼只需要一个新币1100+-。兑现，免SPA，免割名费 MOT*，免州税, 免佣金*
*半独立式 40 X 80 和田字屋 32 X 70 均有销售*
**半独立式和田字屋只剩下屈指可数单位全部10巴仙回扣免头期单位需要有银行贷款信，请敬请快快私信或发给我预定单位，预订费是三千零吉**
*Great News!!! Great News!!! The Most Economical, Best Valued Free Hold, Near To Singapore Tuas Custom, Near To Taman University's Brand New Landed House Only Need SGD1100+-. Cash Out, Free SPA, Free MOT*, Free State Levy, NO Consultation Fee*
*Semi Detached 40 x 80 & Cluster House 32 x 70 Also Available For Sa...",,,,,,,,,Terrace House,,932000.0,,2207.0,2.0,Johor,Skudai,0.9,0.8,0.7200000000000001,932000.0,2207.0,2.0,0.7200000000000001,422.2927050294517
Taman Pulai Bestari,"Skudai, Johor",https://www.edgeprop.my/listing/sale/2625447/johor/skudai/landed/terracehouse/pulai-bestari-4bed-4bath-new-phase-ltd-units-sale,"932,000",https://www.edgeprop.my/listing/sale/2625447/johor/skudai/landed/terracehouse/pulai-bestari-4bed-4bath-new-phase-ltd-units-sale,Pulai Bestari 4Bed 4Bath New Phase Ltd Units Sale,"Taman Pulai Bestari, Skudai, Johor",-''-,4 B,4 + 1 BR,"2,050 sqft",RM 454/sqft,3 Car Parks,,,Non Bumi Lot,,5.0,932000.0,4.0,2050.0,3.0,Johor,Skudai,0.9,0.8,0.7200000000000001,932000.0,2050.0,3.0,0.7200000000000001,454.6341463414634
Taman Pulai Bestari,"Skudai, Johor",https://www.edgeprop.my/listing/sale/2653902/johor/skudai/landed/clusterhouse/pulai-bestari-cluster-4bed-4bath-new-unit-for-sale,"997,800",https://www.edgeprop.my/listing/sale/2653902/johor/skudai/landed/clusterhouse/pulai-bestari-cluster-4bed-4bath-new-unit-for-sale,Pulai Bestari Cluster 4Bed 4Bath New Unit For Sale,"Taman Pulai Bestari, Skudai, Johor","Skudai Pulai Bestari Tuas 2 Link Brand New Limited Units 4 Beds 4 Baths LOWEST In The Market Offer For Sale
*Also Available For Terrace House Phase 3 New Phase @ RM838K Early Bird Rebate For A Limited Time Only*
4 BEDROOMS UNFURNISHED CLUSTER HOUSE @ PULAI BESTARI, FOR SALE
# Land: 2240...",4 B,4 + 1 BR,"2,619 sqft",RM 380/sqft,3 Car Parks,,,Non Bumi Lot,Cluster House,5.0,997800.0,4.0,2619.0,3.0,Johor,Skudai,0.9,0.8,0.7200000000000001,997800.0,2619.0,3.0,0.7200000000000001,380.98510882016035
Taman Puncak Jalil,"Seri Kembangan, Selangor",https://www.edgeprop.my/listing/sale/3226647/selangor/seri_kembangan/landed/terracehouse/puncak-jalil-bukit-jalil-taman-bukit-serdang-sri-petaling-bandar-kinrara-happy-garden-taman-oug-puchong-jaya-taman-salak-selatan-kuchai-lama,"585,000",https://www.edgeprop.my/listing/sale/3226647/selangor/seri_kembangan/landed/terracehouse/puncak-jalil-bukit-jalil-taman-bukit-serdang-sri-petaling-bandar-kinrara-happy-garden-taman-oug-puchong-jaya-taman-salak-selatan-kuchai-lama,"PUNCAK JALIL, bukit jalil, taman bukit serdang, sri petaling, bandar kinrara, happy garden, taman oug, puchong jaya, Taman salak Selatan, kuchai lama,","Taman Puncak Jalil, Seri Kembangan, Selangor","Please contact Bird Lim 0122523173 for viewing.
Propnex Realty
REN09250
Puncak Jalil, 2sty Terrace Landed House For Sell
- Non Bumi Lot, Individual T...",3 B,4 + 1 BR,"1,600 sqft",RM 365/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,585000.0,3.0,1600.0,2.0,Selangor,Seri Kembangan,0.95,0.8,0.76,585000.0,1600.0,2.0,0.76,365.625
